continent,country,state,city,postal_code,latitude,longitude,timezone,address,region
South America,Nigeria,Massachusetts,Lewismouth,30887,78.8765115,86.654551,Asia/Kabul,"7657 Pearson Ridge, Angelahaven, NJ 02406",SC
North America,Malaysia,Ohio,Feliciashire,45385,-79.919155,117.566340,America/Guatemala,"2145 Heather Stravenue, Joshuaberg, GA 26800",OH
Australia,Romania,California,Thomasville,44879,-34.5267995,123.214980,America/Barbados,"732 Anderson Dam, Delacruzmouth, SD 54170",WI
Asia,Zimbabwe,Hawaii,West Joshua,75528,67.2552965,-35.190407,Indian/Mahe,"503 Patel Road, Daviston, ND 30021",MT
Antarctica,Turkmenistan,Pennsylvania,South Stacyborough,90305,,171.694232,Asia/Rangoon,"USCGC Torres, FPO AE 66988",MP
,Kenya,Florida,,88951,30.1379805,112.848969,America/Grenada,"348 Mark Harbors, New Christopher, NY 34849",KY
Australia,,Oregon,Brianland,25024,-46.977347,-67.635381,Africa/Djibouti,"6335 Robles Knolls Apt. 565, Thomaston, WY 58834",HI
Asia,Belize,Delaware,Wilsonland,66786,54.9173815,174.034747,America/Managua,"680 Davis Street Suite 542, Dawnmouth, IL 44627",MH
Europe,Azerbaijan,,Mitchellport,01907,-80.0215585,-45.535180,,"07596 Jason Ranch Apt. 513, Gwendolynburgh, SC 55537",AZ
Australia,Burundi,Alaska,Barnesfurt,70631,-16.643155,83.388553,,"Unit 2570 Box 6760, DPO AP 39543",MI
Antarctica,India,Tennessee,Vargaschester,25726,,-109.336944,Europe/Warsaw,"00876 Holly Circles, Nicholasfurt, VT 57139",GA
Australia,Palau,Maryland,Rhodesfurt,,,-93.460875,,,GU
Europe,Guadeloupe,Michigan,Sheppardtown,87972,-74.4023745,-37.548009,Europe/Sarajevo,"9323 Gregory Mills Suite 979, Davidsonland, NV 71712",GA
South America,Qatar,Maryland,Thompsontown,04224,-53.991776,172.177297,Pacific/Palau,"771 Patty Court, Paulbury, CT 65804",TN
Africa,Greenland,North Dakota,Bradfordville,86081,,-24.395861,America/Bogota,"66054 Moore Pine, Rossfurt, CO 04782",AL
Antarctica,Seychelles,New Mexico,New Gilbert,28805,,-130.188931,Europe/Copenhagen,"204 Wesley Pine, Nicholsberg, ID 76838",WA
Europe,French Polynesia,Iowa,Brandonberg,28095,55.9484165,-69.622416,Asia/Katmandu,"041 Alicia Canyon Suite 460, Jenniferton, NM 90193",IA
,Cambodia,Rhode Island,Boydburgh,66291,-76.505948,140.688197,America/Paramaribo,"9881 Ryan Mill Apt. 342, Wileymouth, MN 14816",MN
North America,Niue,Oregon,Port Garrettview,53402,80.0099905,19.557708,Pacific/Nauru,"2156 Stephanie Corners, Leefort, TX 92592",IA
South America,,New Hampshire,,12226,-72.587670,102.057700,America/Costa_Rica,"60894 Jeremy Mount, Garciahaven, IL 65282",AS
Antarctica,Monaco,Arizona,,81486,-49.029998,-21.111632,Asia/Jerusalem,"0032 Ruben Station, South Andrew, MP 97230",MT
Australia,,Maine,Stephensstad,60383,-88.595206,-61.370857,Africa/Bangui,"18225 Johnson Glens, Josetown, AS 32684",HI
South America,New Caledonia,Idaho,East Kellystad,,-63.9662945,94.073263,Europe/Luxembourg,"16018 Erica Manors Suite 147, East Meganbury, MA 67058",SD
South America,Armenia,,East Jason,49571,16.6365365,,Asia/Kuwait,,WI
North America,Somalia,Missouri,Port Randyside,79876,-20.160767,74.521107,Asia/Kamchatka,,PR
Antarctica,Greece,Arizona,Debraborough,,-47.778307,55.656568,America/Managua,"455 Katelyn View Suite 720, West Robert, NE 74517",
Africa,Taiwan,Maine,South Marissa,98730,29.406662,68.808923,America/Belize,"56878 Campbell Knolls Suite 366, New Amandashire, UT 91187",IA
Australia,,Maryland,Smithchester,,-12.1689895,-51.548830,America/St_Lucia,"9655 Henry Spur, Port Charlesview, DE 54097",MA
Asia,Svalbard & Jan Mayen Islands,Arkansas,,39644,8.2569955,,Europe/San_Marino,"7093 Anthony Villages Suite 354, Joannechester, VI 51714",AL
Antarctica,Nauru,Idaho,Riveratown,68622,30.201588,173.671636,Europe/Zurich,"5580 Gregory Roads Apt. 479, Lake Colleen, FL 26050",DC
Europe,,,Heathshire,46084,-81.039123,-179.374293,Asia/Aden,"5770 Steven Spring, Valentinefort, HI 19904",NM
Asia,Qatar,Minnesota,Sullivanmouth,16445,-9.9699955,116.255373,Asia/Bishkek,"4756 Marcia Villages, Alexandriabury, RI 97203",ME
Asia,Gabon,,,02690,,-140.801163,Europe/Brussels,"8741 Payne Grove, Lake Brianland, OR 33039",GA
Africa,Sweden,Wisconsin,East Kristamouth,20430,73.249936,16.117226,Africa/Luanda,"USNS Price, FPO AP 91488",SC
South America,Japan,Idaho,New Henryton,54963,10.841274,3.508871,Africa/Niamey,"6120 Elizabeth Pine Suite 133, South Patrick, PA 90540",WA
Asia,Mali,,East Melissa,94539,-73.4808165,,,"5998 Diane Parkways Apt. 544, Michaelmouth, OK 29663",DC
Antarctica,Estonia,Rhode Island,Lake David,76739,-74.3074575,95.733238,Asia/Tashkent,"03257 Flores Course, Heidishire, VT 04667",CA
Asia,Guinea,Vermont,,76326,-70.660419,36.525961,Africa/Abidjan,"476 David Pike, Gravesberg, NE 03142",GU
Africa,Nicaragua,California,,87963,-31.348697,179.903954,Africa/Porto-Novo,"47140 Rodriguez Summit Suite 394, South Daniel, MN 99887",
South America,,Oregon,Wendymouth,09621,-22.578257,-66.694098,Asia/Pyongyang,,
Australia,Saint Pierre and Miquelon,North Carolina,Ingramton,16009,49.6734875,168.860226,Asia/Phnom_Penh,"286 Henderson Points Suite 700, Danielland, NJ 43778",CO
North America,Saint Kitts and Nevis,,Lake Jamesborough,02692,31.3418695,-176.545133,Asia/Nicosia,"8613 Olivia Park, Lake Gregory, AK 09214",LA
South America,Dominican Republic,Wisconsin,South Eric,84839,58.236222,21.763679,Asia/Damascus,"5529 Alvarado Groves, Castrohaven, SD 40237",WA
,Denmark,Louisiana,Turnerville,87691,75.0830315,104.081568,America/Costa_Rica,,IL
Antarctica,Faroe Islands,Arizona,Brendaville,,-19.9573175,51.895556,Europe/Chisinau,"479 Ricky Forest, West Danieltown, AK 84244",
North America,Indonesia,Utah,Sarahstad,88368,67.1919525,-152.806540,Africa/Porto-Novo,"75852 Donna Cape, Waltonside, MP 40379",NV
Europe,Bermuda,South Dakota,West Kyle,97682,-4.7854885,156.476486,Africa/Lome,"88047 Gregory Knolls, Lake Anthony, ME 10561",MO
Europe,,Massachusetts,South Kellymouth,28147,,,Africa/Casablanca,"48740 Miller Turnpike, East Meganview, AR 59078",GU
Europe,Austria,Kentucky,Michaelborough,31636,-16.207605,-165.991927,America/Guayaquil,"6092 Steven Estate, Lake Danielland, AR 20643",SD
Australia,Mayotte,,Port Jenny,08728,74.1708095,,Africa/Libreville,"PSC 6561, Box 9051, APO AA 25607",VT
Australia,Saudi Arabia,Pennsylvania,South Brandimouth,11308,-22.570490,90.959217,Pacific/Fiji,"0560 Oneal Flats, Taylorton, WV 96121",MH
Europe,Faroe Islands,Montana,Careymouth,31617,55.729256,-149.588114,,"980 Smith Light, Younghaven, RI 15682",IA
North America,India,Indiana,Christinashire,99681,4.5184395,-126.598831,Africa/Ndjamena,"8267 Chavez Turnpike, Troyville, AS 22640",MO
South America,Romania,Nevada,South Stevenhaven,29150,-32.3678415,-78.411938,Africa/Nouakchott,"564 Jason Springs Apt. 508, East Sonya, PW 20213",AK
Asia,Palestinian Territory,Arkansas,,15809,37.917663,67.166624,,"4842 Riley Mills Suite 713, Gonzalezchester, HI 32401",LA
Africa,Eritrea,Hawaii,Lake Nancy,24464,71.6594455,110.347669,Africa/Bujumbura,"981 Austin Mill Suite 815, Kellyberg, NJ 68009",PA
,Romania,Texas,Hernandezborough,54167,57.011600,-36.236967,Atlantic/Canary,"52281 Leslie Drive Suite 668, East Stephenview, MN 35544",RI
North America,Norfolk Island,Massachusetts,New Gary,52629,52.8294715,-133.116477,Africa/Johannesburg,"6791 Lopez Shores Apt. 335, Parkerborough, DE 99167",IN
Africa,Vietnam,,East Mariachester,22007,56.542078,179.512857,America/Santiago,,ND
Australia,Canada,Texas,Morrisville,,86.9924375,112.734824,America/Grenada,"5530 Bailey Orchard, Delgadoberg, IL 54929",NJ
Europe,New Caledonia,Hawaii,West Jeffrey,39201,54.792492,12.986853,Africa/Sao_Tome,"7063 Rhodes Throughway, Kyleborough, AK 35253",CO
South America,Myanmar,Wisconsin,South Jillport,68886,-3.025547,88.755652,Africa/Gaborone,"41040 Campos Lodge, Rodneychester, GU 34885",
Antarctica,Peru,Nebraska,Heidiville,87356,26.2797125,-83.708728,Europe/Istanbul,"155 Arnold Burg, South Erinchester, IN 07424",MA
Antarctica,Romania,Montana,Dillonchester,78206,18.1650215,-163.066760,Indian/Comoro,"807 Jennifer Mall, New Williambury, FM 54001",MH
Europe,Cayman Islands,Mississippi,West Maria,,65.6082925,-156.214221,America/Dominica,"128 David Coves Suite 138, Carrollburgh, CA 24938",LA
Antarctica,Pitcairn Islands,Utah,Josephfurt,61682,74.1957585,114.198138,Asia/Singapore,"Unit 3438 Box 0958, DPO AP 35634",FM
Europe,Barbados,Tennessee,Port Lisa,58494,-39.4847755,162.935232,,"22524 Blake Circle Suite 541, South Rodney, NE 42155",CA
,,,Ronaldland,82718,-14.786236,-111.637524,America/Montevideo,"81458 Todd Grove, North Margaret, ME 50396",DC
South America,,Montana,,04963,80.0588615,109.520785,Asia/Irkutsk,"35030 Stone Mills Suite 071, New Thomasburgh, OH 75728",OR
South America,Malta,Oklahoma,East Maryville,38172,-67.5060655,130.880906,Asia/Thimphu,"21334 Vincent Island, Collinsland, MO 33669",DC
Asia,Sudan,,East Matthewside,90456,-38.9692795,114.161610,Asia/Jerusalem,"785 Kathryn Forks Suite 189, Cathyville, MS 14089",MT
Asia,Mexico,Kentucky,,87202,-26.578595,-74.263467,America/Panama,,ID
,Azerbaijan,Idaho,Lake Susanburgh,81583,-31.0530285,45.036600,,"7478 Caleb Tunnel Apt. 348, Johnville, HI 36818",NY
,Papua New Guinea,,New Andrea,52475,-23.0862245,-167.006816,Asia/Jerusalem,"79162 Tracey Cove Apt. 994, Dicksonland, NC 06767",MA
Asia,Sudan,Rhode Island,,58837,-6.756481,-48.355571,Asia/Kuching,"264 Brian Springs Suite 844, North Chrisside, RI 73868",KY
Australia,Solomon Islands,,Port Richard,36008,-40.588146,62.388228,America/La_Paz,"95392 Patrick Manor, Brewerbury, NH 49686",NE
Australia,Bhutan,California,Meganton,64186,,-151.092796,Asia/Amman,"88281 Le Dam Suite 346, South Edwin, AS 85184",TX
,Korea,,South Emily,99865,19.0271585,176.282991,Africa/Bangui,"7213 Morgan Shoal Apt. 573, Port Annafort, KY 15689",MI
Australia,Cape Verde,Oregon,North Glenn,33411,-2.281579,,Africa/Addis_Ababa,"794 Washington Circle Apt. 580, North Robert, WI 21892",NC
Antarctica,Oman,Florida,Jacquelineland,39702,-20.306031,-90.841921,Europe/Berlin,"71735 Amber Extension, Brandyfort, MO 07038",OR
North America,Niue,Alaska,New Meredith,75910,-67.6302725,-146.450910,Asia/Baghdad,"435 Rodney Port, Sandraberg, MS 34669",MH
Africa,,Colorado,Hernandezbury,54767,,177.122280,Asia/Gaza,"425 Le Club Suite 186, Mcknighttown, NY 29176",WY
Australia,Afghanistan,Arizona,East Cindyfort,46457,-64.6918045,-82.684735,,"1640 Hall Vista, South Jeffrey, CA 24242",MT
North America,Slovenia,Indiana,New Kayla,92451,-15.306130,-26.742602,Africa/Blantyre,,WI
Australia,Costa Rica,,Reynoldsville,09768,-16.133028,-116.369953,Asia/Karachi,"8373 Martin Creek Suite 370, Yvettehaven, IN 41596",VA
Australia,Croatia,Pennsylvania,East Kathy,,39.7321885,,Asia/Qyzylorda,"638 Michael Mills, West Tina, DE 92460",OH
South America,Argentina,New York,East Morganmouth,87738,84.979872,-105.426470,Asia/Riyadh,"33156 Donaldson Garden, Allenhaven, NE 65611",AL
Africa,Liberia,Massachusetts,West Angelamouth,02173,-57.522241,113.612732,Europe/Paris,"2416 Fernandez Locks, Port Shellyfurt, TX 90992",ND
Australia,Montserrat,Virginia,Port Michelle,96033,51.1697605,-87.833587,Asia/Harbin,"5651 Martin Fort Suite 983, Ronaldburgh, NC 47698",CO
North America,Suriname,New Hampshire,South Taylormouth,64618,-10.436459,155.229012,Africa/Mogadishu,"PSC 4481, Box 6745, APO AA 76253",TX
Asia,Egypt,California,,74214,58.348169,42.379219,,"11064 Bell Point Apt. 314, Anthonyport, MD 34800",CT
Australia,Thailand,Alaska,Port Randystad,93014,-3.116576,-173.085171,Europe/Uzhgorod,"689 Tony Isle, East Michael, NV 17231",HI
Australia,Zimbabwe,Kansas,Danielside,51199,38.713178,-15.838202,,,GU
Asia,Bahamas,Louisiana,North Charles,24782,36.9799965,150.056594,Africa/Kampala,"406 Kevin Shoals Apt. 897, New Patrickbury, GU 80762",AR
,Indonesia,Alabama,Kellerside,28911,-72.0907925,-166.516706,Asia/Muscat,,FM
Asia,Equatorial Guinea,Nebraska,Port Greg,14437,13.6028245,122.815833,Europe/Athens,"Unit 0925 Box 8191, DPO AP 84438",TN
Europe,Luxembourg,Pennsylvania,South Amy,90995,-12.4142695,109.954503,,,IA
,,Washington,East Sheilafurt,52043,65.426071,-12.532847,Europe/Vienna,"921 Reyes Place Suite 584, New Allen, VI 27819",RI
North America,Saint Pierre and Miquelon,Montana,Blackshire,,48.2497465,-96.101056,Pacific/Easter,"63390 Ruben Wells Apt. 124, Kaitlinton, WY 18744",NY
North America,Western Sahara,Indiana,New Brandon,89215,-16.731995,112.368455,Pacific/Nauru,"80019 Austin Lake, North Elizabeth, NJ 46583",ND
Australia,Estonia,Maryland,South Michael,12981,44.495703,-153.147063,,"759 Cody Station, Ronniemouth, ND 10499",DC
Europe,Heard Island and McDonald Islands,Iowa,Jaymouth,47493,69.9297245,18.611557,Asia/Seoul,"PSC 9744, Box 7157, APO AE 29862",NC
Antarctica,Gabon,South Dakota,Stephanieburgh,79353,-69.324276,-120.219341,Asia/Vientiane,"632 Benton Point, Amandaport, NE 87254",KY
Asia,Nigeria,South Dakota,North Jessica,70836,77.451814,43.431334,Africa/Maseru,"5007 Henry Crossing, Lisatown, GA 83799",OR
South America,Seychelles,,Camachoburgh,18223,-2.727651,82.561188,Africa/Addis_Ababa,"82857 Hahn Greens, North Brianside, ME 30862",CO
South America,New Zealand,Washington,Lindseyton,62215,-53.0609775,51.527125,Pacific/Fiji,"36429 Brandy Turnpike, South Erica, MT 72364",DE
North America,Azerbaijan,,East David,48144,68.382635,103.656517,Europe/Copenhagen,"298 Roberts Harbors Suite 276, Thomasmouth, AR 80367",MH
Antarctica,Qatar,South Carolina,South Robert,51254,32.7004665,-62.515802,Africa/Johannesburg,"22139 Wall Mission, Hawkinsfort, WY 04875",DC
Australia,Rwanda,South Dakota,Cherrychester,34587,37.433775,142.639627,Africa/Porto-Novo,"2508 Colon Mount, Christophertown, MP 50051",MH
Australia,Albania,Hawaii,Rachelberg,,-63.5174465,-156.358971,Africa/Kigali,"848 Ashley Dam, South Robertville, HI 46821",WV
Australia,Armenia,New Jersey,Williambury,18382,-7.7408555,,Africa/Douala,"0905 Thomas Island, West Carrieburgh, VT 89327",AZ
,Czech Republic,Tennessee,Emmafurt,,-73.728793,97.386703,Asia/Phnom_Penh,"65984 Underwood Stream, South Theresa, MH 82414",HI
Australia,Lebanon,Nevada,Lake Angie,75025,84.486167,-78.739327,Europe/Brussels,"9408 Ebony Neck, Waltonmouth, NM 37030",AL
North America,Korea,North Carolina,West Craigfurt,43053,-27.3155575,25.243846,America/Jamaica,"3227 Fritz Extensions, Cummingsmouth, TX 94102",NJ
Asia,Panama,Alabama,,42518,-54.706959,118.711009,Europe/Istanbul,"8652 Bryan Crest, Lake Aaron, VT 05142",AZ
North America,Nepal,New York,Amybury,04569,-73.037470,-168.714694,,"551 Dawn Route Apt. 244, North Monicafurt, WV 55498",
South America,Burundi,North Carolina,West Stephen,,71.942258,-29.389577,Asia/Muscat,,OH
South America,Tokelau,Idaho,South Kyleburgh,,-65.5859725,-7.979363,Africa/Bujumbura,"963 Casey Plaza, East Gregory, MP 45990",NE
Africa,Saint Pierre and Miquelon,West Virginia,Mcdonaldshire,04394,-52.629496,23.095340,Pacific/Tongatapu,"9088 Clements Run, East Deborah, PW 61794",HI
Australia,Jamaica,Arkansas,Rachelshire,67568,-56.5518595,51.215154,Asia/Aden,"60419 Berger Mountain Apt. 658, East Kenneth, DE 91726",MO
Europe,Israel,Oklahoma,Hillville,28166,33.030821,-14.111220,Europe/Tallinn,,MT
Africa,Bahrain,,,23507,-16.138518,54.380914,Asia/Rangoon,"056 Susan Stravenue Apt. 011, Lake Stephenmouth, VT 06290",IA
Asia,,Wyoming,North Christinashire,80878,-52.7750935,115.425041,America/Nassau,,IN
Africa,Uzbekistan,Hawaii,New Sandramouth,44136,-16.249414,48.998950,Indian/Maldives,"2235 Tiffany Freeway Suite 852, Billytown, SC 08956",
South America,Kuwait,New Hampshire,Jonesfort,68948,,155.433355,Asia/Qatar,"40867 Christopher Mountains Apt. 184, North Brianna, PR 35505",IA
South America,Micronesia,Washington,South Josephstad,,,-82.428012,,"09502 Sherman Parks Suite 715, Lake Lydiafort, WY 34473",VT
South America,,Minnesota,Port Luischester,,-51.919779,171.755666,Europe/Tirane,"0249 Smith Isle Suite 256, Port Michaelburgh, CA 94087",
Antarctica,Belize,Massachusetts,Smithport,81333,87.4264985,173.901712,Asia/Bishkek,"087 Keith Loaf, Josephton, WY 97968",VI
Antarctica,China,Oregon,East Lorraineborough,45768,-23.0538195,129.801108,Asia/Damascus,,LA
,Kenya,New Jersey,Lisamouth,98348,23.034212,-82.605956,Atlantic/Azores,"208 Timothy Views, East Thomas, KY 81421",MN
Asia,Palau,,Stewartchester,52049,33.6306325,-36.854202,Africa/Maputo,"21278 Ryan Manor Suite 749, Kaitlyntown, PW 46198",PW
North America,Chad,Kansas,Lake Michael,37977,80.823170,141.307689,Europe/Tallinn,"05054 Morgan Corner, Wilsonberg, UT 58159",MO
Antarctica,Guinea,Delaware,Douglasburgh,01884,21.2336315,162.479257,Europe/Podgorica,"351 Patton Estate Apt. 938, South Bradleybury, DC 34703",IL
Australia,South Africa,Pennsylvania,Port Andreaborough,70344,-34.281088,38.635050,Africa/Douala,"935 Cory Hills, West Anita, PW 16543",GU
Africa,Sudan,New Hampshire,Zavalaport,57373,37.2127685,30.072543,Europe/Andorra,"640 Wright Trail, Lake Markfort, PA 03521",WI
Europe,Haiti,,Starktown,77732,-55.0347225,159.316053,Pacific/Fiji,"987 Richardson Club, Saramouth, WY 71568",MA
Asia,Tanzania,Montana,Philiphaven,68697,42.834416,-23.287293,Asia/Beirut,"2594 Richard Junction, Rogersview, SC 76748",UT
Africa,United States Virgin Islands,Vermont,Heatherland,,30.9171445,-149.465037,Pacific/Funafuti,"686 Perkins Fort Apt. 625, New Charlesfurt, NM 53202",WV
Asia,Tunisia,California,New Matthew,06713,89.8469295,-117.133641,America/Panama,"08097 Samantha Corner, East Lorraineburgh, OK 09480",MI
Australia,Spain,Oklahoma,South Patrick,86564,-9.398900,-172.595343,Africa/Lubumbashi,"346 Wu Union Suite 665, Berryborough, DC 94281",AK
Antarctica,Angola,,Whiteside,34242,-89.967619,-64.332256,Africa/Porto-Novo,"5006 Gray Villages, Harringtonburgh, PA 01272",MO
North America,Andorra,Indiana,Boyerberg,30510,31.9898245,-84.658494,Pacific/Funafuti,"879 Mccoy Corners, Larahaven, IN 96188",MH
Europe,Grenada,Missouri,Kevinbury,31365,62.2879495,-145.869479,Europe/Bratislava,,TX
South America,Tonga,New Jersey,North Normabury,69472,36.650105,-30.758569,Asia/Kabul,"2769 Nicole Freeway Suite 174, Steinburgh, FM 19840",TX
Europe,Qatar,,North Tonyamouth,02381,25.1543045,85.240693,,"962 Cross Passage, Mcdanielberg, IL 01575",CT
South America,Nepal,Idaho,Harrisborough,,16.3862755,8.332326,Europe/Athens,"615 Arnold Lodge Apt. 977, Kristenbury, MH 90453",ID
,Cambodia,,East Thomasmouth,75386,63.659932,,Asia/Amman,"85870 Timothy Course Suite 741, Cooperside, OR 47061",KS
Australia,Mexico,New Hampshire,New Kristie,,21.037361,-24.771287,Europe/London,"45946 Thompson Ville Apt. 636, Campbellport, VA 49221",IA
Europe,French Polynesia,New Jersey,New Emily,71790,24.503569,27.015495,Europe/Prague,"Unit 3990 Box 2113, DPO AE 47619",NM
Europe,Nepal,,Watsonport,,-48.5284495,66.258499,Europe/Stockholm,"656 Ryan Cliffs Suite 919, Stephanieview, MA 53121",DC
,Uzbekistan,Oregon,Port Donaldfort,27715,-74.7727595,-175.985025,Pacific/Palau,,HI
Africa,Ukraine,Louisiana,,11710,-33.975885,35.235121,Africa/Asmera,"9652 Williams Village, Nancyfort, KS 53105",NV
Africa,Guyana,Maryland,Dawsonberg,88744,42.474881,-36.315908,Europe/Simferopol,"59345 John Parkways Suite 829, East Adamton, MP 16529",DC
,Heard Island and McDonald Islands,Pennsylvania,New Nicholas,,-34.4478795,32.251129,America/Kentucky/Louisville,"613 Sonya Springs Apt. 407, South Guyville, IA 25164",TN
Australia,Sweden,New York,Craneport,00528,-25.333835,-36.274929,Africa/Dakar,"4684 Margaret Trace Apt. 229, New Katherine, MA 90471",
Africa,,South Dakota,Lake Lauren,75326,2.954554,-123.319104,Europe/Zagreb,"696 Chase Ranch, Meganstad, SD 87798",NE
Europe,,,Port Carrieberg,52888,-81.370172,141.449299,Pacific/Nauru,"3412 Connie Tunnel Apt. 164, Duranstad, ND 74833",
Europe,Cameroon,Alaska,West David,34941,-65.720264,165.060836,Europe/Skopje,"Unit 4599 Box 3317, DPO AP 63776",ND
Africa,Congo,New Jersey,,15011,-85.340966,-38.887274,Africa/Addis_Ababa,"65343 Charlene Track, Coopermouth, NV 06364",
Europe,,North Dakota,Kathleenland,05451,-84.8147025,-114.261163,Pacific/Nauru,"99935 Nguyen Rest, Robbinsmouth, NJ 19228",MP
Asia,China,Arkansas,Ericside,88658,,29.824095,Africa/Khartoum,"043 Fuentes Mission Suite 428, Colemanfurt, UT 15654",NE
Africa,Portugal,Arkansas,Joshuabury,47750,45.273950,47.025261,America/Jamaica,"8784 Rachel Square Suite 262, Harveyborough, IN 90042",GA
Antarctica,Czech Republic,Oregon,West Jodyhaven,72730,89.6133735,-130.607187,Africa/Algiers,"5359 Cameron Haven, Port Rachelfort, MI 44819",WI
South America,Mongolia,Wisconsin,Codyborough,11178,-57.084471,-162.496624,America/St_Kitts,"2550 Carroll Center Suite 600, Janethaven, KS 09355",ND
Asia,,,North Jeremy,81852,-80.666670,165.886130,America/Paramaribo,"205 Franco Roads, East Karen, IN 10386",AK
Europe,French Southern Territories,Connecticut,North Kimberlyview,99417,,111.763313,Africa/Asmera,"661 John Village, Hernandezfurt, FL 47337",OH
Europe,New Zealand,Indiana,,61127,35.633498,175.807673,,"775 Jacob Court Suite 612, Melissaburgh, AR 06842",MP
Australia,Lithuania,Minnesota,West Crystal,,27.6860845,-91.176787,Africa/Abidjan,"3016 Cummings Summit Suite 991, Alexandraland, KY 77678",MD
South America,Nicaragua,Alabama,Marcoberg,26114,-51.701576,132.767830,Africa/Ceuta,"USNV Casey, FPO AE 84487",PA
Europe,Mongolia,Delaware,Katieton,69152,,-45.749011,Indian/Maldives,"8418 Cynthia Avenue, Lake Brentville, UT 86592",ND
Australia,Guatemala,Texas,Blackburnmouth,21247,-6.794180,171.036924,Europe/Sarajevo,"415 Alan Manor Apt. 607, Rivaston, AL 73384",WA
Europe,Belize,Missouri,Earlmouth,28644,,73.520565,Africa/Asmera,"018 Rogers Greens, South Daniel, WI 84438",
Africa,Qatar,Iowa,New Holly,48290,49.1318815,170.285073,America/Montevideo,"0483 Gomez Curve Suite 650, Curtisberg, MT 26735",GA
,Cuba,Montana,West Carlosborough,45882,-16.8378005,-161.804783,Europe/Prague,,CO
North America,Russian Federation,North Carolina,,90619,-40.2730605,-127.023328,Asia/Dhaka,"26428 Mcgrath Pine Suite 626, Elizabethton, MD 42053",AS
Europe,Iceland,Vermont,East Jimmy,83069,21.752460,74.691922,Europe/Zurich,"02337 Lisa Port Suite 566, Mccannhaven, IA 27627",SD
North America,Japan,Louisiana,South Mariabury,,,118.823432,Asia/Yerevan,"78361 Ashley Harbors Suite 066, North Taramouth, WV 76405",PR
North America,Cote d'Ivoire,Minnesota,New Matthewfurt,46278,-60.6779755,54.361726,Europe/Minsk,,AR
Africa,Ghana,Indiana,New David,87192,-76.768361,,Asia/Hebron,"0327 Cruz Street Suite 569, Schmidtville, WA 38877",CT
Africa,New Caledonia,Missouri,Munozchester,,-12.381101,-76.294904,Asia/Vientiane,"196 Kristen Glens, East Sean, MT 49642",WI
Asia,Kazakhstan,California,Byrdchester,47458,0.414076,95.748314,,"672 Susan Ports, Shaneshire, GA 78281",DC
Europe,Bulgaria,Ohio,North Cameron,,37.874127,-163.676923,Africa/Mbabane,"118 Wood Brook Suite 357, Lake Kylefurt, TX 15226",MT
Africa,Singapore,Connecticut,Kelleyshire,38104,51.874921,108.539077,Asia/Vientiane,"519 Wood Haven Suite 505, Bowenport, NY 15295",
Antarctica,Kyrgyz Republic,,East James,48792,86.226499,141.279161,,"0202 Ballard Port Apt. 332, West Jennifer, NJ 95203",NE
,Slovakia (Slovak Republic),Utah,Melissaborough,57677,62.1295805,77.384135,Asia/Bahrain,"437 George Garden, West William, AK 75597",TN
North America,,Mississippi,West Brandon,46978,20.0815825,47.633004,,"89550 Betty Shoal Suite 233, East Sandrabury, IN 48396",AR
North America,Malawi,Ohio,Shannonmouth,12171,-53.3745055,143.628683,America/Lima,"12910 Adrian Turnpike Apt. 373, Cassandraland, WA 70492",AS
Antarctica,Central African Republic,Alaska,Lake Sandra,84279,41.694850,32.107201,Pacific/Port_Moresby,"PSC 0838, Box 0744, APO AP 74057",WI
,Tuvalu,South Carolina,Mccarthyshire,50172,83.034250,-11.866104,Africa/Mbabane,"60178 Phillips Plains Suite 566, Aprilberg, FL 93428",MH
South America,Bouvet Island (Bouvetoya),Connecticut,New Patrick,77922,66.357835,39.083007,Pacific/Palau,"217 Morales Flat Suite 585, Coleview, DE 24709",IL
Australia,,New Mexico,Lewismouth,01594,1.7654185,-70.542726,Pacific/Galapagos,"3330 Jessica Mountain, North Barbaratown, FL 41279",TN
Africa,Korea,Alabama,North Steven,38346,-54.6099775,-50.519091,America/Guatemala,"037 Cindy Forks, New Tinachester, NC 18164",
North America,Nepal,Montana,Cunninghamfort,,68.399836,170.944003,America/Nassau,"07726 Edward Plaza, East Susanshire, NH 50900",CA
North America,Netherlands Antilles,Iowa,Ponceport,24833,-36.810298,65.300265,Asia/Aden,,CT
,Sao Tome and Principe,Georgia,East Christophershire,68712,-37.2163655,-37.013413,Africa/Algiers,"96573 Gibson Path, Burgessmouth, AZ 03446",TX
North America,Anguilla,Arkansas,Alvarezberg,10401,-5.650224,-18.739247,Europe/Skopje,,MH
Europe,Philippines,New Jersey,Steveport,63624,-58.4293375,-69.497466,,"99040 Murphy Lake Suite 262, Manuelland, MS 81664",DE
Europe,Dominican Republic,New Hampshire,South Travis,,-79.487993,98.948493,Africa/Cairo,"317 Michael Villages Suite 427, Laurenstad, KS 16899",CO
Europe,Kyrgyz Republic,New Jersey,,36426,-30.5721665,8.401337,,"27129 Karen Cove Suite 299, South Charlestown, ID 04677",WY
North America,Chile,,Vaughanshire,80043,61.415072,-156.839157,Africa/Nouakchott,"9928 Bates Manors Apt. 602, South Gregory, WV 53521",AK
Europe,Tajikistan,Texas,South Jeffrey,16241,-66.471131,114.408474,Africa/Addis_Ababa,"98259 Scott Motorway Suite 627, Jontown, AK 54796",CO
